id;name;is_active
69741d79-04f0-47da-a040-b4b30a5b8a66;tembakau;TRUE
b6f184f1-0eda-4cc9-9c02-e2e81c47973d;cerutu;TRUE
47214731-eab5-4d3e-a4c3-3a74a3c0b09e;aksesoris;TRUE
c5c33fbe-ae65-49c7-b261-d8d96e384ec0;kiloan;TRUE
1563bb57-c35f-4fcf-b93d-f02abd909dc4;varian;TRUE
